survey,stationName,surveyDate,surveyStartTime,surveyEndTime,dataRecorder,latDD,longDD,airTemp,weather,cloudCover,seaState,profiler,otherProfilerType,profilerMethod,bottleMethod,depthProfiler,depthFinder,secchi,exoProfileNumber,notes,tideStage,OASamples,OAFilteredSfc,OAFilteredBtm,OADupSampleName,OAblankSampleName,OANotes,allSamplesList,minDO_station,sampleName,sampleDepth,depthCode,sampleTime,waterTemp,salinity,dissolvedOxygen,pH,chlA,fDOM,turbidity,mV_pH,cablePower,otherParameters,surveySampleName,generalPlanktonNotes,revolStartA,revolStartB,revolStartD,revolEndA,revolEndB,revolEndD,totalRevA,totalRevB,totalRevD,volTowNetA,volTowNetB,bottle1Depth,bottle2Depth,bottle3Depth,bottle4Depth,bottle5Depth,bottle6Depth,bottle7Depth,bottle8Depth,bottle9Depth,bottle10Depth,compositeVolume,compositeSamplesCollected,compositeSampleOthers,volMesoNetA,ctenophorePercentA,scyphozoaPercentA,othersFamilyPercentA,mnemiopsisPercentA,pleurobrachiaPercentA,aureliaPercentA,cyaneaPercentA,chrysaoraPercentA,otherGeneraPercentA,volMesoNetB,ctenophorePercentB,scyphozoaPercentB,otherFamilyPercentB,mnemiopsisPercentB,pleurobrachiaPercentB,aureliaPercentB,cyaneaPercentB,chrysaoraPercentB,otherGeneraPercentB,gelatinousFormsNotes,senjiSamples,senjiLugolsSfc,senjiLugolsBtm,phytoplanktonNotes,SourceFile,regSampleName,ActivityCommentText,surveyPlankStation,S123_x,S123_y,editor,editorDate,ESRIsurveyStart,ESRIsurveyEnd,s123FormIssues
WQMAR25,H6,3/14/2025,9:44:00,9:58:00,KAO,41.02583333333333,-72.91333333,NA,02,100,1,EXO 1314,NA,R,R,41.1,41.5,4.4,094438,"Altabet: 31/32, #8
",3,NA,NA,NA,NA,NA,NA,"H6B, H6S",10.89,H6B,36.4,B,9:51:00,2.43,28.56,10.89,7.77,0.51,1.85,2.15,NA,NA,NA,WQMAR25_H6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,K2,3/4/2025,7:01:00,7:20:00,KAO,41.23533333333334,-72.26283333,NA,01,0,2,EXO 1313,NA,R,R,35.5,36.8,2.6,070026,"Altabet: 1/2, DO calibration issues, returning negative numbers. fDOM and chla not recorded on FDS.",2,"S,B",Y,Y,NA,NA,NA,"K2B, K2S",NA,K2S,2,S,7:12:00,2.62,33.71,NA,8.03,NA,NA,NA,NA,NA,NA,WQMAR25_K2S,Extra bottle in composite. Double tripped on unknown depth.,71235.3,12180.8,23367.4,71696.6,12512.3,23922,461.3000000000029,331.5,554.5999999999985,5831.8,4190.8,32.2,26.3,20.6,14.3,8.5,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,H4,7/15/2025,16:21:00,16:31:00,KAO,41.1015,-72.93366667,31,01,5,2,EXO 1313,NA,R,R,25.3,24.8,2.3,162041,"Altabet: 11/12, #5",1,NA,NA,NA,NA,NA,NA,"H4NB, H4B, H4S",5.5,H4NB,24.2,NB,16:25:00,18.89,28.54,5.5,7.75,0.38,1.48,6.56,NA,NA,NA,HYJUL25_H4NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,H4,3/14/2025,10:28:00,10:46:00,KAO,41.10183333333333,-72.93483333,NA,02,100,2,EXO 1314,NA,R,R,24.1,25.3,3.5,102849,"Altabet: 33/34
",NA,"S,B",Y,Y,NA,NA,NA,"H4B, H4S",10.97,H4B,18.9,B,10:34:00,2.66,28.55,10.97,7.79,1.23,1.85,2.31,NA,NA,NA,WQMAR25_H4B,NA,73243.3,13949.9,25672.7,73600.1,14282.2,26111.8,356.8000000000029,332.3000000000011,439.09999999999854,4510.7,4200.9,18.9,14.2,9.8,5.9,2,NA,NA,NA,NA,NA,25,"wholeWater,64micron",NA,30,NA,100,NA,NA,NA,NA,100,NA,NA,10,NA,100,NA,NA,NA,NA,100,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,M3,3/4/2025,8:10:00,8:23:00,KAO,41.23716666666667,-72.05016667,NA,02,100,2,EXO 1313,NA,R,R,41.1,74.7,3.6,080958,"Altabet: 3/4 #1, DO calibration issues, returning negative numbers",3,NA,NA,NA,NA,NA,NA,"M3B, M3S, M3SS, BLANK C, M3S-DUP",NA,M3S,2,S,8:20:00,2.85,34.97,NA,8.04,0.4,1.42,0.54,NA,NA,NA,WQMAR25_M3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,23,7/15/2025,16:46:00,16:54:00,KAO,41.140166666666666,-72.94883333,31.7,01,5,2,EXO 1313,NA,R,R,20.5,19.8,2.7,164543,NA,1,NA,NA,NA,NA,NA,NA,"23NB, 23S",5.02,23NB,19.4,NB,16:50:00,18.23,28.09,5.02,7.67,0.59,1.62,5.33,NA,NA,NA,HYJUL25_23NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,23,7/15/2025,16:46:00,16:54:00,KAO,41.140166666666666,-72.94883333,31.7,01,5,2,EXO 1313,NA,R,R,20.5,19.8,2.7,164543,NA,1,NA,NA,NA,NA,NA,NA,"23NB, 23S",5.02,23S,2,S,16:52:00,24.57,26.86,8.73,8.14,0.92,1.16,1.01,NA,NA,NA,HYJUL25_23S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,H2,7/16/2025,7:43:00,7:52:00,KAO,41.17733333333334,-72.95966667,23.6,04,100,1,EXO 1313,NA,R,R,14.4,13.6,2.5,074408,"Altabet: 13S 14B #6
Wind speed: 4.5 kts",1,NA,NA,NA,NA,NA,NA,"H2NB, H2B, H2S",4.42,H2NB,13.3,NB,7:47:00,18.55,27.66,4.42,7.53,0.86,1.79,5.94,NA,NA,NA,HYJUL25_H2NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,H2,1/31/2025,13:02:00,13:10:00,KAO,41.178666666666665,-72.96066667,NA,02,100,2,EXO 1313,NA,R,R,15.4,15.6,1.4,130133,Altabet: 25/26,1,NA,NA,NA,NA,NA,NA,"H2B, H2S",11.72,H2B,10.5,B,13:07,1.99,28.54,11.72,8.08,9.6,2.05,7.05,NA,NA,NA,WQFEB25_H2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,09,3/11/2025,8:52:00,9:00:00,KAO,41.071,-73.33733333,NA,00,0,1,EXO 1314,NA,R,R,10.3,10.2,3.3,085150,Altabet: 11/12,3,"S,B",Y,Y,NA,NA,NA,"09B, 09S",11.32,09S,2,S,8:58:00,2.81,27.87,11.32,7.84,0.1,1.95,1.58,NA,NA,NA,WQMAR25_09S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,26,7/16/2025,8:10:00,8:16:00,KAO,41.20916666666667,-72.90833333,24.7,04,100,1,EXO 1313,NA,R,R,11.9,11.1,2.2,080943,NA,1,NA,NA,NA,NA,NA,NA,"26NB, 26S",5.85,26NB,10.8,NB,8:13:00,21.45,27.87,5.85,7.78,0.82,1.58,2.9,NA,NA,NA,HYJUL25_26NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,26,7/16/2025,8:10:00,8:16:00,KAO,41.20916666666667,-72.90833333,24.7,04,100,1,EXO 1313,NA,R,R,11.9,11.1,2.2,080943,NA,1,NA,NA,NA,NA,NA,NA,"26NB, 26S",5.85,26S,2,S,8:14:00,24.65,27.12,7.96,8.05,2.32,1.38,1.41,NA,NA,NA,HYJUL25_26S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,29,7/16/2025,8:39:00,8:45:00,KAO,41.23116666666667,-72.82883333,25.1,04,100,1,EXO 1313,NA,R,R,9.5,8.8,1.6,083846,Wind speed 3.2 kts,1,NA,NA,NA,NA,NA,NA,"29NB, 29S",6.04,29NB,8.5,NB,8:42:00,21.93,27.98,6.04,7.83,1.58,1.31,14.32,NA,NA,NA,HYJUL25_29NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,29,7/16/2025,8:39:00,8:45:00,KAO,41.23116666666667,-72.82883333,25.1,04,100,1,EXO 1313,NA,R,R,9.5,8.8,1.6,083846,Wind speed 3.2 kts,1,NA,NA,NA,NA,NA,NA,"29NB, 29S",6.04,29S,2,S,8:43:00,23.8,27.43,6.29,7.87,1.59,1.55,3.94,NA,NA,NA,HYJUL25_29S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,30,7/16/2025,9:04:00,9:12:00,KAO,41.19583333333333,-72.77466667,25.6,04,100,2,EXO 1313,NA,R,R,14.9,14.2,2.5,090454,NA,1,NA,NA,NA,NA,NA,NA,"30NB, 30S",6.09,30NB,13.7,NB,9:08:00,20.03,28.48,6.09,7.82,0.92,1.42,6.97,NA,NA,NA,HYJUL25_30NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,30,7/16/2025,9:04:00,9:12:00,KAO,41.19583333333333,-72.77466667,25.6,04,100,2,EXO 1313,NA,R,R,14.9,14.2,2.5,090454,NA,1,NA,NA,NA,NA,NA,NA,"30NB, 30S",6.09,30S,2,S,9:10:00,23.6,26.84,8.3,8.05,1.93,1.52,1.05,NA,NA,NA,HYJUL25_30S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,27,7/16/2025,9:39:00,9:47:00,KAO,41.159333333333336,-72.84916667,26.9,04,45,1,EXO 1313,NA,R,R,19.5,18.7,2.9,093856,NA,2,NA,NA,NA,NA,NA,NA,"27NB, 27S",5.8,27NB,18.1,NB,9:43:00,19.37,28.57,5.8,7.79,0.62,1.37,9.4,NA,NA,NA,HYJUL25_27NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,27,7/16/2025,9:39:00,9:47:00,KAO,41.159333333333336,-72.84916667,26.9,04,45,1,EXO 1313,NA,R,R,19.5,18.7,2.9,093856,NA,2,NA,NA,NA,NA,NA,NA,"27NB, 27S",5.8,27S,2,S,9:45:00,NA,26.76,8.22,8.07,1.14,1.43,0.89,NA,NA,NA,HYJUL25_27S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,I2,7/16/2025,10:43:00,10:54:00,KAO,41.13733333333333,-72.65466667,28.1,00,0,1,EXO 1313,NA,R,R,26.8,26.1,4,104333,Altabet: 15/16 #7,3,NA,NA,NA,NA,NA,NA,"I2NB, I2B, I2S",5.42,I2NB,25.7,NB,10:49:00,18.23,28.27,5.42,7.74,0.31,1.71,3.6,NA,NA,NA,HYJUL25_I2NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,I2,2/3/2025,9:18:00,9:36:00,KAO,41.13733333333333,-72.655,NA,02,100,2,EXO 1313,NA,R,R,26.7,26.9,2.1,091835,Altabet: 27/28,3,"S,B",Y,Y,NA,NA,NA,"I2B, I2S",11.29,I2B,21.8,B,9:24,2.34,29.17,11.29,7.98,5.73,1.96,5.34,NA,NA,NA,WQFEB25_I2B,NA,70737.5,22219.6,11637.9,70936.1,22738.5,11885.2,198.60000000000585,518.9000000000015,247.3000000000011,2510.7,6559.9,22,17.9,13.8,10.2,6.3,2,NA,NA,NA,NA,30,"wholeWater,64micron",NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,5,100,NA,NA,NA,100,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,C2,3/11/2025,9:56:00,10:07:00,KAO,40.983333333333334,-73.50316667,NA,00,0,1,EXO 1314,NA,R,R,32.6,33.6,3.7,095539,"Altabet: 13/14 #3,",4,NA,NA,NA,NA,NA,NA,"C2B, C2S, C2SS",11.07,C2S,2,S,10:04:00,2.88,27.85,11.36,7.84,0.2,1.85,1.84,NA,NA,NA,WQMAR25_C2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,J2,7/16/2025,17:08:00,17:16:00,KAO,41.183,-72.45633333,28.4,01,25,2,EXO 1313,NA,R,R,13.6,13.7,3.3,170750,"Altabet: 17/18, #8",1,NA,NA,NA,NA,NA,NA,"J2NB, J2B, J2S, BLANK C",7.29,J2NB,12.6,NB,17:12:00,19.01,29.81,7.29,8.03,0.5,0.91,0.99,NA,NA,NA,HYJUL25_J2NB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQFEB25,J2,2/3/2025,10:41:00,10:49:00,KAO,41.181666666666665,-72.45816667,NA,02,100,2,EXO 1313,NA,R,R,22.6,17.7,1.6,104045,"Altabet: 29/30, #7
SOG 1.4 kts",3,NA,NA,NA,NA,NA,NA,"J2B, J2S",11.09,J2B,17.6,B,10:45,2.86,29.82,11.09,8.04,4.28,1.85,5.16,NA,NA,NA,WQFEB25_J2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQFEB25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WQMAR25,B3,3/11/2025,10:54:00,11:10:00,KAO,40.931666666666665,-73.64333333,NA,00,0,1,EXO 1314,NA,R,R,19.2,19.2,3.3,105417,Altabet: 15/16,4,NA,NA,NA,NA,NA,NA,"B3B, B3S, B3SS",11.31,B3S,2,S,11:02:00,3.5,27.64,11.66,7.89,0.6,2,1.4,NA,NA,NA,WQMAR25_B3S,NA,72097.5,12904,24435.4,72340.4,13129.2,24728.9,242.89999999999415,225.20000000000073,293.5,3070.7,2847,14.2,10.1,6.1,2,NA,NA,NA,NA,NA,NA,20,"wholeWater,64micron",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S,B",Y,Y,NA,FDS_WQMAR25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,A4,7/14/2025,12:30:00,12:42:00,KAO,40.872166666666665,-73.73633333,29.4,01,90,1,EXO 1313,NA,R,R,29.9,29.1,1.5,123020,"Altabet: cooler in transit. BOD glass bottle collected at bottom only, labeled with station name Plastic bottles collected S and B. 
SOG - 1.5 kts down to 0.8 kts
Wind speed: 9.0 kts",3,NA,NA,NA,NA,NA,NA,"A4NB, A4B, A4S, A4SS, BLANK A, A4S-DUP",2.85,A4S-DUP,2,S,12:39:00,24.11,26.14,9.44,8.21,8.79,2.04,2.22,NA,NA,NA,HYJUL25_A4S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,E1,7/15/2025,10:04:00,10:15:00,KAO,41.01983333333333,-73.291,28.9,01,25,1,EXO 1313,NA,R,R,37.1,36.2,2.7,100316,Altabet: 3/4,3,NA,NA,NA,NA,NA,NA,"E1NB, E1B, E1S, BLANK B, E1S-DUP",5.55,E1S-DUP,2,S,10:14:00,24.45,26.37,8.35,8.16,1.5,1.51,1.6,NA,NA,NA,HYJUL25_E1S-DUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,A4,7/14/2025,12:30:00,12:42:00,KAO,40.872166666666665,-73.73633333,29.4,01,90,1,EXO 1313,NA,R,R,29.9,29.1,1.5,123020,"Altabet: cooler in transit. BOD glass bottle collected at bottom only, labeled with station name Plastic bottles collected S and B. 
SOG - 1.5 kts down to 0.8 kts
Wind speed: 9.0 kts",3,NA,NA,NA,NA,NA,NA,"A4NB, A4B, A4S, A4SS, BLANK A, A4S-DUP",2.85,BLANK A,24.7,B,12:37:00,18.11,26.69,2.85,7.43,560,2.25,12.35,NA,NA,NA,HYJUL25_BLANK A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,E1,7/15/2025,10:04:00,10:15:00,KAO,41.01983333333333,-73.291,28.9,01,25,1,EXO 1313,NA,R,R,37.1,36.2,2.7,100316,Altabet: 3/4,3,NA,NA,NA,NA,NA,NA,"E1NB, E1B, E1S, BLANK B, E1S-DUP",5.55,BLANK B,31.9,B,10:11:00,17.28,27.96,5.55,7.74,0.21,1.83,4.51,NA,NA,NA,HYJUL25_BLANK B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUL25,J2,7/16/2025,17:08:00,17:16:00,KAO,41.183,-72.45633333,28.4,01,25,2,EXO 1313,NA,R,R,13.6,13.7,3.3,170750,"Altabet: 17/18, #8",1,NA,NA,NA,NA,NA,NA,"J2NB, J2B, J2S, BLANK C",7.29,BLANK C,8.2,B,17:13:00,19.34,29.72,7.37,8.05,0.75,0.91,0.73,NA,NA,NA,HYJUL25_BLANK C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUL25.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYJUN25,12,6/17/2025,8:28:00,8:35:00,KAO,41.10483333,-73.256,NA,02,100,3,EXO 1313,NA,R,R,10,9.4,1.9,082812,"41.1081113
73.2559577
Need to convert coordinates from decimal degrees
1.4 kts SOG",1,NA,NA,NA,NA,NA,NA,"12NB, 12S",7.68,NA,9,NB,8:32:00,17.37,26.03,7.68,7.84,0.73,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUN25.csv,12NB,HYJUN25_12NB,NA,-73.256,41.1048333,NA,NA,6/17/2025 12:28,6/17/2025 18:41,NA
HYJUN25,12,6/17/2025,8:28:00,8:35:00,KAO,41.10483333,-73.256,NA,02,100,3,EXO 1313,NA,R,R,10,9.4,1.9,082812,"41.1081113
73.2559577
Need to convert coordinates from decimal degrees
1.4 kts SOG",1,NA,NA,NA,NA,NA,NA,"12NB, 12S",7.68,NA,2,S,8:33:00,17.79,25.7,7.75,7.85,1.44,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUN25.csv,12S,HYJUN25_12S,NA,-73.256,41.1048333,NA,NA,6/17/2025 12:28,6/17/2025 18:41,NA
HYJUN25,09,6/17/2025,9:00:00,9:07:00,KAO,41.07166667,-73.3355,NA,02,100,3,EXO 1313,NA,R,R,8.4,8.6,NA,090021,Too much current for Secchi,1,NA,NA,NA,NA,NA,NA,"09NB, 09B, 09S",7.57,NA,7.6,NB,9:03:00,17.57,25.91,7.57,7.83,0.61,NA,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FDS_HYJUN25.csv,09NB,HYJUN25_09NB,NA,-73.3355,41.0716666,NA,NA,6/17/2025 13:00,6/17/2025 13:39,NA
